,year,month,day,revenuePerDay,arrival_date,label
0,2015,07,1,20311.186621463992,2015-07-01,2.0
1,2015,07,2,16530.645277170002,2015-07-02,1.0
2,2015,07,3,12966.714164,2015-07-03,1.0
3,2015,07,4,17480.654256581,2015-07-04,1.0
4,2015,07,5,19591.45847762,2015-07-05,1.0
5,2015,07,6,21441.591687810003,2015-07-06,2.0
6,2015,07,7,10930.818639550003,2015-07-07,1.0
7,2015,07,8,12148.622651509997,2015-07-08,1.0
8,2015,07,9,10274.330081430002,2015-07-09,1.0
9,2015,07,10,23705.828343310004,2015-07-10,2.0
10,2015,07,11,27216.100987,2015-07-11,2.0
11,2015,07,12,22639.350505169998,2015-07-12,2.0
12,2015,07,13,20809.522841570004,2015-07-13,2.0
13,2015,07,14,15760.514651501,2015-07-14,1.0
14,2015,07,15,12779.152460775997,2015-07-15,1.0
15,2015,07,16,24603.231367720004,2015-07-16,2.0
16,2015,07,17,35427.85498815999,2015-07-17,3.0
17,2015,07,18,37014.806972469996,2015-07-18,3.0
18,2015,07,19,20388.255353130004,2015-07-19,2.0
19,2015,07,20,36553.06021599999,2015-07-20,3.0
20,2015,07,21,15595.747584490002,2015-07-21,1.0
21,2015,07,22,11770.801310443998,2015-07-22,1.0
22,2015,07,23,20703.367788860003,2015-07-23,2.0
23,2015,07,24,29244.417017546995,2015-07-24,2.0
24,2015,07,25,38455.37703570302,2015-07-25,3.0
25,2015,07,26,24547.049655895004,2015-07-26,2.0
26,2015,07,27,32740.541391330004,2015-07-27,3.0
27,2015,07,28,10592.904345383002,2015-07-28,1.0
28,2015,07,29,13586.897246142997,2015-07-29,1.0
29,2015,07,30,21683.680861781002,2015-07-30,2.0
30,2015,07,31,21995.14212003,2015-07-31,2.0
31,2015,08,1,56063.34636204002,2015-08-01,5.0
32,2015,08,2,34373.70723286,2015-08-02,3.0
33,2015,08,3,39216.174107032,2015-08-03,3.0
34,2015,08,4,21667.123815182,2015-08-04,2.0
35,2015,08,5,20127.669037207004,2015-08-05,2.0
36,2015,08,6,18103.363865821,2015-08-06,1.0
37,2015,08,7,27375.020605694008,2015-08-07,2.0
38,2015,08,8,45576.44264549999,2015-08-08,4.0
39,2015,08,9,38533.623110110006,2015-08-09,3.0
40,2015,08,10,61565.40665211699,2015-08-10,6.0
41,2015,08,11,30231.305423424015,2015-08-11,3.0
42,2015,08,12,18156.516874880002,2015-08-12,1.0
43,2015,08,13,25411.05557969,2015-08-13,2.0
44,2015,08,14,44756.70441301902,2015-08-14,4.0
45,2015,08,15,57467.688302920025,2015-08-15,5.0
46,2015,08,16,43211.29006194,2015-08-16,4.0
47,2015,08,17,52351.72815906999,2015-08-17,5.0
48,2015,08,18,31621.367863750005,2015-08-18,3.0
49,2015,08,19,21525.465696448995,2015-08-19,2.0
50,2015,08,20,25384.35786280801,2015-08-20,2.0
51,2015,08,21,34922.43985296,2015-08-21,3.0
52,2015,08,22,55828.07877731996,2015-08-22,5.0
53,2015,08,23,41304.86127486,2015-08-23,4.0
54,2015,08,24,32840.34524887798,2015-08-24,3.0
55,2015,08,25,22720.482326447996,2015-08-25,2.0
56,2015,08,26,15190.620580065002,2015-08-26,1.0
57,2015,08,27,17194.888687379997,2015-08-27,1.0
58,2015,08,28,23928.316905906,2015-08-28,2.0
59,2015,08,29,38179.156974990015,2015-08-29,3.0
60,2015,08,30,22212.566388070005,2015-08-30,2.0
61,2015,08,31,27539.89247679101,2015-08-31,2.0
62,2015,09,1,32384.29725520101,2015-09-01,3.0
63,2015,09,2,18347.807053597997,2015-09-02,1.0
64,2015,09,3,27024.96103474,2015-09-03,2.0
65,2015,09,4,38389.14506172402,2015-09-04,3.0
66,2015,09,5,33333.598854817,2015-09-05,3.0
67,2015,09,6,49654.871932637,2015-09-06,4.0
68,2015,09,7,38682.99153507902,2015-09-07,3.0
69,2015,09,8,21547.471668609,2015-09-08,2.0
70,2015,09,9,29085.881778109997,2015-09-09,2.0
71,2015,09,10,22049.964718422998,2015-09-10,2.0
72,2015,09,11,24300.713686223,2015-09-11,2.0
73,2015,09,12,29244.090432795012,2015-09-12,2.0
74,2015,09,13,24100.12624847601,2015-09-13,2.0
75,2015,09,14,30857.466246190004,2015-09-14,3.0
76,2015,09,15,22274.472939880994,2015-09-15,2.0
77,2015,09,16,24921.358930588987,2015-09-16,2.0
78,2015,09,17,27880.263387023,2015-09-17,2.0
79,2015,09,18,32960.373446763006,2015-09-18,3.0
80,2015,09,19,42005.220270320024,2015-09-19,4.0
81,2015,09,20,32589.66228655499,2015-09-20,3.0
82,2015,09,21,36578.052607936006,2015-09-21,3.0
83,2015,09,22,22464.941979571995,2015-09-22,2.0
84,2015,09,23,36414.750624719,2015-09-23,3.0
85,2015,09,24,25263.745694271995,2015-09-24,2.0
86,2015,09,25,95364.35669385002,2015-09-25,9.0
87,2015,09,26,37017.84413766801,2015-09-26,3.0
88,2015,09,27,19342.48250654301,2015-09-27,1.0
89,2015,09,28,20698.406517224,2015-09-28,2.0
90,2015,09,29,13113.854901510998,2015-09-29,1.0
91,2015,09,30,18953.552262784997,2015-09-30,1.0
92,2015,10,1,24218.035752802007,2015-10-01,2.0
93,2015,10,2,37311.230210312,2015-10-02,3.0
94,2015,10,3,16518.297751184004,2015-10-03,1.0
95,2015,10,4,34147.11381964199,2015-10-04,3.0
96,2015,10,5,28061.10513984,2015-10-05,2.0
97,2015,10,6,27096.777292756,2015-10-06,2.0
98,2015,10,7,26187.263659604007,2015-10-07,2.0
99,2015,10,8,13826.550421050004,2015-10-08,1.0
100,2015,10,9,30166.934730790006,2015-10-09,3.0
101,2015,10,10,23071.412686058,2015-10-10,2.0
102,2015,10,11,16959.715015423993,2015-10-11,1.0
103,2015,10,12,32983.674472359,2015-10-12,3.0
104,2015,10,13,17185.269796159,2015-10-13,1.0
105,2015,10,14,10714.440775731995,2015-10-14,1.0
106,2015,10,15,28044.681802626983,2015-10-15,2.0
107,2015,10,16,26298.888209426,2015-10-16,2.0
108,2015,10,17,12347.192483704996,2015-10-17,1.0
109,2015,10,18,32363.364690570008,2015-10-18,3.0
110,2015,10,19,42844.315597099,2015-10-19,4.0
111,2015,10,20,22136.060042100005,2015-10-20,2.0
112,2015,10,21,15542.308589741002,2015-10-21,1.0
113,2015,10,22,17380.845038685995,2015-10-22,1.0
114,2015,10,23,21025.323553462997,2015-10-23,2.0
115,2015,10,24,17515.964343709995,2015-10-24,1.0
116,2015,10,25,42398.765577049984,2015-10-25,4.0
117,2015,10,26,16775.034453350003,2015-10-26,1.0
118,2015,10,27,7235.040152986001,2015-10-27,0.0
119,2015,10,28,28877.18646104,2015-10-28,2.0
120,2015,10,29,10354.585112563998,2015-10-29,1.0
121,2015,10,30,9708.883835679997,2015-10-30,0.0
122,2015,10,31,13257.650368307999,2015-10-31,1.0
123,2015,11,1,11593.507499126,2015-11-01,1.0
124,2015,11,2,12553.450887092,2015-11-02,1.0
125,2015,11,3,8196.69136372,2015-11-03,0.0
126,2015,11,4,7904.53378661,2015-11-04,0.0
127,2015,11,5,9720.225487875,2015-11-05,0.0
128,2015,11,6,15824.930423953005,2015-11-06,1.0
129,2015,11,7,15827.556813945992,2015-11-07,1.0
130,2015,11,8,11859.700079254997,2015-11-08,1.0
131,2015,11,9,8153.508753344,2015-11-09,0.0
132,2015,11,10,6111.6320305909985,2015-11-10,0.0
133,2015,11,11,7011.9266931679995,2015-11-11,0.0
134,2015,11,12,6836.8192968759995,2015-11-12,0.0
135,2015,11,13,3824.549354054,2015-11-13,0.0
136,2015,11,14,6137.95344902,2015-11-14,0.0
137,2015,11,15,4501.461765749999,2015-11-15,0.0
138,2015,11,16,6898.150954666999,2015-11-16,0.0
139,2015,11,17,7497.349887416001,2015-11-17,0.0
140,2015,11,18,26146.872399088,2015-11-18,2.0
141,2015,11,19,5141.427293952001,2015-11-19,0.0
142,2015,11,20,19546.269101765,2015-11-20,1.0
143,2015,11,21,7079.294668889001,2015-11-21,0.0
144,2015,11,22,9202.44392047,2015-11-22,0.0
145,2015,11,23,28219.13215214201,2015-11-23,2.0
146,2015,11,24,7344.878945686999,2015-11-24,0.0
147,2015,11,25,4079.493634284,2015-11-25,0.0
148,2015,11,26,5357.860540364999,2015-11-26,0.0
149,2015,11,27,14635.395526654003,2015-11-27,1.0
150,2015,11,28,4768.00827783,2015-11-28,0.0
151,2015,11,29,3292.7640638899998,2015-11-29,0.0
152,2015,11,30,6495.086549224,2015-11-30,0.0
153,2015,12,1,3546.278032544001,2015-12-01,0.0
154,2015,12,2,4658.168658605,2015-12-02,0.0
155,2015,12,3,8817.46565847,2015-12-03,0.0
156,2015,12,4,20498.32415063601,2015-12-04,2.0
157,2015,12,5,60522.361501644016,2015-12-05,6.0
158,2015,12,6,8416.90688036,2015-12-06,0.0
159,2015,12,7,1827.7796889499998,2015-12-07,0.0
160,2015,12,8,2762.625987536,2015-12-08,0.0
161,2015,12,9,7247.421477517003,2015-12-09,0.0
162,2015,12,10,4178.473804849,2015-12-10,0.0
163,2015,12,11,4209.640314864,2015-12-11,0.0
164,2015,12,12,5531.740093865002,2015-12-12,0.0
165,2015,12,13,2588.26323045,2015-12-13,0.0
166,2015,12,14,3686.726671826,2015-12-14,0.0
167,2015,12,15,2248.207519538,2015-12-15,0.0
168,2015,12,16,3705.3960559790007,2015-12-16,0.0
169,2015,12,17,5761.670287901001,2015-12-17,0.0
170,2015,12,18,5571.879934379999,2015-12-18,0.0
171,2015,12,19,8223.991474470999,2015-12-19,0.0
172,2015,12,20,5363.347749321001,2015-12-20,0.0
173,2015,12,21,5868.386149045001,2015-12-21,0.0
174,2015,12,22,9863.963504492001,2015-12-22,0.0
175,2015,12,23,15923.985149312,2015-12-23,1.0
176,2015,12,24,9867.91917112,2015-12-24,0.0
177,2015,12,25,7280.643625685,2015-12-25,0.0
178,2015,12,26,23167.660317386,2015-12-26,2.0
179,2015,12,27,24989.32123046,2015-12-27,2.0
180,2015,12,28,18395.755064359997,2015-12-28,1.0
181,2015,12,29,23682.758026499007,2015-12-29,2.0
182,2015,12,30,60522.35381023001,2015-12-30,6.0
183,2015,12,31,24168.032779638997,2015-12-31,2.0
184,2016,01,1,8082.21771126,2016-01-01,0.0
185,2016,01,2,29360.982635209006,2016-01-02,2.0
186,2016,01,3,7383.062235549999,2016-01-03,0.0
187,2016,01,4,12574.068684724,2016-01-04,1.0
188,2016,01,5,3769.538204069999,2016-01-05,0.0
189,2016,01,6,4795.520158872,2016-01-06,0.0
190,2016,01,7,5884.385213806,2016-01-07,0.0
191,2016,01,8,7784.059761760001,2016-01-08,0.0
192,2016,01,9,5834.527645482998,2016-01-09,0.0
193,2016,01,10,9842.64912578,2016-01-10,0.0
194,2016,01,11,4800.54059861,2016-01-11,0.0
195,2016,01,12,4974.324073350001,2016-01-12,0.0
196,2016,01,13,4082.985539291999,2016-01-13,0.0
197,2016,01,14,7481.715033284002,2016-01-14,0.0
198,2016,01,15,11875.907458119,2016-01-15,1.0
199,2016,01,16,7140.154910137,2016-01-16,0.0
200,2016,01,17,4476.7617357,2016-01-17,0.0
201,2016,01,18,6385.150097905999,2016-01-18,0.0
202,2016,01,19,13854.152831892003,2016-01-19,1.0
203,2016,01,20,5578.534285493999,2016-01-20,0.0
204,2016,01,21,8198.154900459998,2016-01-21,0.0
205,2016,01,22,5887.497719198001,2016-01-22,0.0
206,2016,01,23,6616.6090429900005,2016-01-23,0.0
207,2016,01,24,7372.618406249998,2016-01-24,0.0
208,2016,01,25,8510.782282936,2016-01-25,0.0
209,2016,01,26,183.35630250900044,2016-01-26,0.0
210,2016,01,27,7871.115192578,2016-01-27,0.0
211,2016,01,28,8984.607765569997,2016-01-28,0.0
212,2016,01,29,10136.212971859997,2016-01-29,1.0
213,2016,01,30,7264.573008530001,2016-01-30,0.0
214,2016,01,31,6734.21955403,2016-01-31,0.0
215,2016,02,1,6877.1772222419995,2016-02-01,0.0
216,2016,02,2,4126.050150605999,2016-02-02,0.0
217,2016,02,3,10734.189581737,2016-02-03,1.0
218,2016,02,4,12127.802428634,2016-02-04,1.0
219,2016,02,5,17446.035155822003,2016-02-05,1.0
220,2016,02,6,35423.08197714201,2016-02-06,3.0
221,2016,02,7,23430.707328929006,2016-02-07,2.0
222,2016,02,8,15351.88865909,2016-02-08,1.0
223,2016,02,9,6948.874500746002,2016-02-09,0.0
224,2016,02,10,9645.050296586998,2016-02-10,0.0
225,2016,02,11,13502.476365764003,2016-02-11,1.0
226,2016,02,12,24591.98551785101,2016-02-12,2.0
227,2016,02,13,23468.658338187994,2016-02-13,2.0
228,2016,02,14,23006.356114744005,2016-02-14,2.0
229,2016,02,15,12519.39547849,2016-02-15,1.0
230,2016,02,16,8522.580429872003,2016-02-16,0.0
231,2016,02,17,9681.439417729001,2016-02-17,0.0
232,2016,02,18,13310.944901829997,2016-02-18,1.0
233,2016,02,19,21527.372758185997,2016-02-19,2.0
234,2016,02,20,16864.996225823,2016-02-20,1.0
235,2016,02,21,14076.498355638,2016-02-21,1.0
236,2016,02,22,18475.38534281199,2016-02-22,1.0
237,2016,02,23,10595.111930122004,2016-02-23,1.0
238,2016,02,24,10961.176401983,2016-02-24,1.0
239,2016,02,25,11274.212809309005,2016-02-25,1.0
240,2016,02,26,18015.276187041993,2016-02-26,1.0
241,2016,02,27,33115.763430219,2016-02-27,3.0
242,2016,02,28,18918.279238998002,2016-02-28,1.0
243,2016,02,29,12503.195631860002,2016-02-29,1.0
244,2016,03,1,15605.475322545008,2016-03-01,1.0
245,2016,03,2,15396.037452586996,2016-03-02,1.0
246,2016,03,3,17126.264469128,2016-03-03,1.0
247,2016,03,4,20753.148474845002,2016-03-04,2.0
248,2016,03,5,21224.729450723004,2016-03-05,2.0
249,2016,03,6,14477.736480249998,2016-03-06,1.0
250,2016,03,7,27918.227648559998,2016-03-07,2.0
251,2016,03,8,12933.178873042,2016-03-08,1.0
252,2016,03,9,20812.773772242002,2016-03-09,2.0
253,2016,03,10,18019.394490221996,2016-03-10,1.0
254,2016,03,11,22310.736293859998,2016-03-11,2.0
255,2016,03,12,20779.10642870899,2016-03-12,2.0
256,2016,03,13,22813.951828857993,2016-03-13,2.0
257,2016,03,14,20977.581619050005,2016-03-14,2.0
258,2016,03,15,14815.152714197002,2016-03-15,1.0
259,2016,03,16,12040.781486795002,2016-03-16,1.0
260,2016,03,17,22815.940071683,2016-03-17,2.0
261,2016,03,18,22033.156908650002,2016-03-18,2.0
262,2016,03,19,33203.118382095,2016-03-19,3.0
263,2016,03,20,38359.11258182999,2016-03-20,3.0
264,2016,03,21,27353.525706837005,2016-03-21,2.0
265,2016,03,22,16840.100965357004,2016-03-22,1.0
266,2016,03,23,21468.331755392002,2016-03-23,2.0
267,2016,03,24,44161.47508037202,2016-03-24,4.0
268,2016,03,25,27994.40737132299,2016-03-25,2.0
269,2016,03,26,19202.25608228,2016-03-26,1.0
270,2016,03,27,19889.359523740004,2016-03-27,1.0
271,2016,03,28,36691.854296657,2016-03-28,3.0
272,2016,03,29,19754.217950180002,2016-03-29,1.0
273,2016,03,30,18399.287916181005,2016-03-30,1.0
274,2016,03,31,30680.79408855501,2016-03-31,3.0
275,2016,04,1,19845.658790508,2016-04-01,1.0
276,2016,04,2,20619.72134732099,2016-04-02,2.0
277,2016,04,3,22786.908069139998,2016-04-03,2.0
278,2016,04,4,31917.628937750007,2016-04-04,3.0
279,2016,04,5,15332.623301980004,2016-04-05,1.0
280,2016,04,6,23719.353369088,2016-04-06,2.0
281,2016,04,7,23743.734512580995,2016-04-07,2.0
282,2016,04,8,27984.937772323,2016-04-08,2.0
283,2016,04,9,34522.33646173299,2016-04-09,3.0
284,2016,04,10,24636.782611750004,2016-04-10,2.0
285,2016,04,11,36944.69493071799,2016-04-11,3.0
286,2016,04,12,20053.31038576499,2016-04-12,2.0
287,2016,04,13,21290.383383877997,2016-04-13,2.0
288,2016,04,14,18935.847928291994,2016-04-14,1.0
289,2016,04,15,24024.442337405995,2016-04-15,2.0
290,2016,04,16,31472.354268807998,2016-04-16,3.0
291,2016,04,17,33020.11509384999,2016-04-17,3.0
292,2016,04,18,38037.87972080103,2016-04-18,3.0
293,2016,04,19,17398.902701357005,2016-04-19,1.0
294,2016,04,20,25632.97944652902,2016-04-20,2.0
295,2016,04,21,23964.339996053008,2016-04-21,2.0
296,2016,04,22,30391.529822692995,2016-04-22,3.0
297,2016,04,23,36415.41821544002,2016-04-23,3.0
298,2016,04,24,25641.44410325399,2016-04-24,2.0
299,2016,04,25,26373.159573099987,2016-04-25,2.0
300,2016,04,26,26015.915699825993,2016-04-26,2.0
301,2016,04,27,24572.311327164,2016-04-27,2.0
302,2016,04,28,34591.31708185099,2016-04-28,3.0
303,2016,04,29,37647.608910902985,2016-04-29,3.0
304,2016,04,30,37398.66989438798,2016-04-30,3.0
305,2016,05,1,20494.484304604008,2016-05-01,2.0
306,2016,05,2,44806.479946864005,2016-05-02,4.0
307,2016,05,3,16134.415750968,2016-05-03,1.0
308,2016,05,4,22156.053490264007,2016-05-04,2.0
309,2016,05,5,36749.09484509099,2016-05-05,3.0
310,2016,05,6,23079.240463439997,2016-05-06,2.0
311,2016,05,7,29138.872790812013,2016-05-07,2.0
312,2016,05,8,30539.216441821998,2016-05-08,3.0
313,2016,05,9,44381.684450766,2016-05-09,4.0
314,2016,05,10,23128.412751021006,2016-05-10,2.0
315,2016,05,11,26352.024136094995,2016-05-11,2.0
316,2016,05,12,29482.55452149901,2016-05-12,2.0
317,2016,05,13,30607.461441926007,2016-05-13,3.0
318,2016,05,14,24011.442293211006,2016-05-14,2.0
319,2016,05,15,41701.816709538994,2016-05-15,4.0
320,2016,05,16,32640.976404317993,2016-05-16,3.0
